"region","age","level of education","sex","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"SE21 Småland and islands","65-74 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",896,935,986,1029,1078,1146,1210,1260,1308,1394,1421,1497,1579,1659,1768,1624,1717,1891,2038,2162,2365,2541,2760,3014,3311,3709,4049,4374,4718,5111,5454,5803,6148,6434,6685,6891
"SE21 Småland and islands","65-74 years","post-secondary education 3 years or more (ISCED97 5A)","men",1072,1120,1136,1180,1215,1306,1381,1432,1489,1564,1665,1742,1869,1943,2025,2126,2198,2263,2373,2505,2620,2731,2956,3257,3605,3982,4395,4791,5194,5505,5732,5951,6047,6112,6077,5990
"SE21 Småland and islands","65-74 years","post-secondary education 3 years or more (ISCED97 5A)","women",692,699,734,792,844,903,985,1086,1212,1335,1428,1570,1665,1769,1870,2212,2364,2495,2678,2854,3008,3196,3473,3845,4200,4581,5043,5486,5860,6296,6665,6917,7168,7322,7372,7478
"SE21 Småland and islands","65-74 years","post-graduate education (ISCED97 6)","men",77,92,99,101,109,94,97,99,105,110,110,113,125,132,144,159,164,164,171,183,199,214,229,256,272,292,312,311,307,326,334,329,321,308,301,321
"SE21 Småland and islands","65-74 years","post-graduate education (ISCED97 6)","women",10,9,14,14,14,12,11,15,17,17,16,18,17,18,22,24,28,29,31,37,48,56,63,78,82,87,93,97,116,122,132,131,140,145,160,180
"SE21 Småland and islands","65-74 years","no information about level of educational attainment","men",1124,1025,986,922,902,889,791,731,682,687,628,573,528,466,429,422,434,427,456,483,491,511,552,566,608,629,613,589,591,569,555,568,567,528,502,526
"SE21 Småland and islands","65-74 years","no information about level of educational attainment","women",1750,1541,1404,1308,1243,1211,1106,1006,954,949,943,873,792,740,667,628,614,617,629,653,669,669,676,714,723,708,659,615,611,556,521,561,551,528,526,528
"SE22 South Sweden","16-24 years","primary and secondary education less than 9 years (ISCED97 1)","men",20,141,106,217,191,495,387,324,265,283,305,266,194,163,152,137,139,286,351,413,432,466,661,642,615,595,617,659,686,791,797,919,970,971,1026,968
"SE22 South Sweden","16-24 years","primary and secondary education less than 9 years (ISCED97 1)","women",22,137,101,199,180,451,355,314,227,365,387,330,239,213,248,235,236,313,357,397,432,411,532,561,585,616,646,690,674,685,662,647,647,598,548,499
"SE22 South Sweden","16-24 years","primary and secondary education 9-10 years (ISCED97 2)","men",30498,29716,29107,28674,28544,28762,28451,27575,26314,26304,28883,28481,28796,28844,29539,28802,28741,29798,30067,30935,31988,33371,34044,34664,34501,33886,32883,31747,30553,30000,29364,29705,30125,30825,31723,32439
"SE22 South Sweden","16-24 years","primary and secondary education 9-10 years (ISCED97 2)","women",28638,28200,27921,27790,27563,27331,27281,26314,25186,25189,26607,26311,26725,26596,26711,26139,26164,27086,27468,28196,28853,29973,30692,31190,31099,30717,29846,28596,27209,26479,25832,25908,26083,26831,27556,28367
"SE22 South Sweden","16-24 years","upper secondary education, 2 years or less (ISCED97 3C)","men",25390,26653,27482,27845,27372,27421,25957,24367,22568,19432,14490,10526,7469,4759,2574,2534,2702,3083,2876,2679,2223,2725,3348,3319,3341,3484,3508,3132,2735,2747,2853,2937,2884,2616,2488,2536
"SE22 South Sweden","16-24 years","upper secondary education, 2 years or less (ISCED97 3C)","women",24596,24543,24708,24436,23428,23503,22043,20839,19165,16049,11971,8722,6108,3757,1980,1846,2130,2338,2055,2018,1895,2250,2615,2648,2712,2755,2697,2510,2362,2275,2199,2200,2198,2032,1962,1857
"SE22 South Sweden","16-24 years","upper secondary education 3 years (ISCED97 3A)","men",10129,10241,10578,10540,10730,12030,12994,12935,13811,16620,19567,23164,25426,27166,27798,25787,25587,24891,25007,25903,27095,27365,28527,29934,31088,31830,32562,33124,33557,32973,32365,31245,30373,29883,29610,29508
"SE22 South Sweden","16-24 years","upper secondary education 3 years (ISCED97 3A)","women",11430,12173,12954,13503,13943,15218,16128,15268,15711,17511,19954,22201,23350,24671,25432,23898,23836,22989,23377,23810,24851,25461,26781,27762,29166,29563,29786,30318,30423,29775,28897,28053,27213,26483,26092,25759
"SE22 South Sweden","16-24 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",3494,3917,4278,4577,4861,5890,5457,6704,7465,7621,7357,6891,6530,6125,5911,6874,6912,7148,7468,7437,7356,7263,7543,7733,8042,8994,9567,9820,9563,9383,9213,9100,8688,8391,8224,8380
"SE22 South Sweden","16-24 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",2275,2767,2779,2788,3278,4519,4318,6222,7261,8312,8387,8396,8265,8284,8328,8533,8754,9619,9854,9879,9815,9682,9806,10190,10560,11463,12170,12012,11954,12018,11726,11296,11003,10630,10561,10725
"SE22 South Sweden","16-24 years","post-secondary education 3 years or more (ISCED97 5A)","men",224,260,307,286,251,471,329,184,163,257,266,291,288,297,306,1709,1620,1763,1932,1944,1912,1764,1808,1836,2010,2027,2145,2306,2561,2724,2703,2648,2513,2335,2291,2337
"SE22 South Sweden","16-24 years","post-secondary education 3 years or more (ISCED97 5A)","women",355,486,552,570,567,756,607,360,339,570,748,951,1220,1298,1235,2930,2878,2886,3067,3300,3338,3180,3237,3222,3303,3531,3551,3877,4108,4215,4266,4259,4079,3959,3678,3797
"SE22 South Sweden","16-24 years","post-graduate education (ISCED97 6)","men",0,0,0,0,0,4,2,1,1,3,3,3,2,2,3,8,8,14,4,1,0,0,2,1,2,1,2,2,1,1,0,0,0,0,0,0
"SE22 South Sweden","16-24 years","post-graduate education (ISCED97 6)","women",0,0,1,0,1,1,1,1,1,7,4,3,2,1,4,10,12,11,5,4,5,2,2,3,2,2,4,4,3,2,0,0,0,0,0,0
"SE22 South Sweden","16-24 years","no information about level of educational attainment","men",5660,4727,4535,4329,4581,858,1685,2199,2923,3018,2145,2290,2360,2581,2645,2752,3024,2857,3302,3237,3383,4265,4080,4254,4555,4656,4294,4142,4045,4065,4319,5004,5636,5761,5831,5157
"SE22 South Sweden","16-24 years","no information about level of educational attainment","women",3842,3233,3238,3254,3540,678,1574,2072,2878,2635,2076,2275,2394,2636,2598,2501,2682,2604,3107,3231,3206,4180,3843,4211,4587,4479,4048,3884,3798,3633,3632,3897,4040,4122,4190,3867
"SE22 South Sweden","25-34 years","primary and secondary education less than 9 years (ISCED97 1)","men",3886,2807,1752,1107,613,1461,1372,1335,1227,1332,1285,1230,1055,976,896,709,689,714,858,1001,1117,1224,1496,1739,1861,2017,2128,2240,2269,2466,2561,2740,2782,2637,2533,2344
"SE22 South Sweden","25-34 years","primary and secondary education less than 9 years (ISCED97 1)","women",2616,2092,1359,1038,732,1376,1270,1254,1200,1555,1610,1624,1525,1482,1477,1326,1272,1244,1340,1424,1536,1602,1761,1851,1949,2047,2194,2277,2331,2470,2478,2466,2552,2512,2405,2220
"SE22 South Sweden","25-34 years","primary and secondary education 9-10 years (ISCED97 2)","men",16252,16230,15808,15057,13861,16787,16294,15603,14830,14287,13857,13447,13614,13322,12704,9333,8792,8443,8291,8414,8274,8239,8354,8464,8526,8758,8900,9059,9026,9169,9542,9857,10058,9975,9909,9883
"SE22 South Sweden","25-34 years","primary and secondary education 9-10 years (ISCED97 2)","women",15628,15349,15035,14616,13227,13442,12885,11828,11150,10864,10605,10520,10641,10501,10148,7095,6598,6185,5893,5795,5649,5495,5517,5517,5495,5597,5648,5730,5792,5824,6047,6303,6383,6450,6401,6333
"SE22 South Sweden","25-34 years","upper secondary education, 2 years or less (ISCED97 3C)","men",24449,25618,27218,28917,30501,33224,34208,35106,35621,36401,36837,36965,36359,35126,33231,30468,27292,23585,20342,17512,15081,12635,10727,9182,8002,7382,7362,7934,8416,8637,8555,8776,8866,8875,8923,8874
"SE22 South Sweden","25-34 years","upper secondary education, 2 years or less (ISCED97 3C)","women",25771,26144,26910,27828,29403,32646,33033,33431,33141,33229,32984,32226,31047,29614,27397,22638,19706,16897,14290,12213,10413,8765,7558,6602,5835,5531,5585,5955,6243,6491,6572,6810,7026,7087,7097,7015
"SE22 South Sweden","25-34 years","upper secondary education 3 years (ISCED97 3A)","men",9107,8554,8396,8618,8873,10740,11077,10926,10675,11334,11319,11356,11917,12637,13887,17156,19091,21344,22925,24543,26013,27691,28906,29985,31099,31541,31834,31723,32204,33262,34742,36068,37486,38416,38892,39257
"SE22 South Sweden","25-34 years","upper secondary education 3 years (ISCED97 3A)","women",7352,7108,7280,7704,8561,10083,11154,11651,12179,13280,13862,14167,14721,15082,15719,20617,21585,22622,22917,23363,23621,24027,24431,24608,25001,24888,24959,24849,25076,25705,26589,27251,28067,28623,28697,28557
"SE22 South Sweden","25-34 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",7057,7351,7235,7353,7831,9964,10600,12410,14028,15271,15925,16404,16664,16654,16836,14229,13783,13407,13058,12866,12801,12743,12828,13109,13569,14029,14592,14830,15219,15596,16119,16857,17459,17792,17903,17912
"SE22 South Sweden","25-34 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",10137,10328,10182,10088,10348,12577,12865,14115,14910,15869,16170,16518,16504,16553,16798,13927,13477,13233,12997,12718,12237,11830,11646,12022,12548,13252,13899,14512,15152,15731,16437,16966,17551,18200,18459,18351
"SE22 South Sweden","25-34 years","post-secondary education 3 years or more (ISCED97 5A)","men",7369,7123,7012,6830,7346,8755,8449,7889,7565,8066,8077,8061,8110,8227,8740,13654,14977,16291,17507,18924,20241,21083,22059,22503,22549,22430,22165,21833,21630,21650,21784,22153,22245,22797,23114,23748
"SE22 South Sweden","25-34 years","post-secondary education 3 years or more (ISCED97 5A)","women",6254,6244,6081,6070,6284,7565,7602,7366,7337,8184,8579,9029,9854,10686,11954,17508,19368,21479,23367,25705,28002,29659,31034,31825,32459,32541,32862,32827,33097,33453,33691,34658,35091,36033,37009,38106
"SE22 South Sweden","25-34 years","post-graduate education (ISCED97 6)","men",272,284,275,302,314,350,364,324,320,420,408,412,408,404,471,541,560,640,682,699,667,665,662,663,672,632,564,541,513,537,538,572,594,598,574,550
"SE22 South Sweden","25-34 years","post-graduate education (ISCED97 6)","women",115,119,146,144,121,103,111,105,113,168,165,158,168,178,226,299,354,380,407,432,460,477,480,517,531,505,506,476,472,464,433,456,447,448,424,421
"SE22 South Sweden","25-34 years","no information about level of educational attainment","men",9308,9156,9648,10150,11382,1768,2461,3180,3986,2335,2191,2281,1893,2108,1673,1536,1826,1912,2311,2523,2824,3906,4466,4933,5337,5436,4709,4344,4263,4160,4068,4488,4912,4930,5150,4985
"SE22 South Sweden","25-34 years","no information about level of educational attainment","women",7708,7290,7509,7744,8416,1162,1940,2671,3484,1808,1709,1859,1837,2077,1700,1491,1659,1632,1960,2102,2267,2827,3039,3344,3567,3629,3225,3299,3241,3185,3184,3501,3915,4084,4324,4177
"SE22 South Sweden","35-44 years","primary and secondary education less than 9 years (ISCED97 1)","men",23329,21904,20124,18242,15865,13580,11302,9230,7441,6293,5096,4017,3073,2408,1997,1603,1514,1465,1497,1501,1469,1526,1578,1642,1672,1769,1815,1917,2110,2337,2545,2783,3037,3251,3376,3431
"SE22 South Sweden","35-44 years","primary and secondary education less than 9 years (ISCED97 1)","women",19614,18057,16270,14494,12259,9944,8185,6478,5168,4545,3884,3358,2861,2588,2439,2157,2087,2019,2103,2211,2236,2309,2412,2470,2537,2615,2698,2773,2887,2961,3105,3218,3317,3429,3498,3474
"SE22 South Sweden","35-44 years","primary and secondary education 9-10 years (ISCED97 2)","men",8682,9542,10464,11880,13212,13139,14104,14867,15571,16023,16336,16615,17019,16981,16780,14626,13986,13320,12498,11791,11183,10657,10230,9706,9193,8573,8148,7842,7892,8087,8096,8091,8164,8251,8282,8444
"SE22 South Sweden","35-44 years","primary and secondary education 9-10 years (ISCED97 2)","women",11050,11528,12038,12667,12771,12561,13021,12685,12722,12766,12759,12617,12684,12761,12612,9943,9274,8704,8020,7477,7028,6704,6409,6063,5817,5490,5261,5066,4975,5048,5033,5056,5111,5177,5153,5202
"SE22 South Sweden","35-44 years","upper secondary education, 2 years or less (ISCED97 3C)","men",21807,22291,22679,22621,21942,23676,24096,24591,25075,25856,26685,27441,28399,29521,31106,33311,34203,35203,35843,36099,36151,36177,35714,34555,32943,30562,27979,24770,21909,19517,17358,15267,13532,12068,10864,10295
"SE22 South Sweden","35-44 years","upper secondary education, 2 years or less (ISCED97 3C)","women",27821,28511,28596,28352,28110,29753,29249,29676,29408,29429,29494,29533,29679,29784,30370,30315,30223,29662,28916,28176,27328,26456,25305,23969,22165,20222,18112,16094,14335,12739,11354,10067,9136,8369,7751,7510
"SE22 South Sweden","35-44 years","upper secondary education 3 years (ISCED97 3A)","men",13537,13365,12940,12299,11365,12487,11896,11279,10544,10480,10203,9970,9989,10074,10327,11258,11571,11940,12066,12077,12192,12514,13010,13744,14648,16105,17792,19656,21267,22951,24411,25945,27003,27882,28776,29070
"SE22 South Sweden","35-44 years","upper secondary education 3 years (ISCED97 3A)","women",5759,6142,6395,6520,6706,7845,7897,7835,7707,8077,8133,8208,8364,8655,9191,12357,13590,14866,15944,16610,17271,17824,18370,18785,19192,19696,20027,20605,20753,21121,21278,21626,21785,21829,21738,21474
"SE22 South Sweden","35-44 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",6515,6908,7154,7342,7572,9297,9473,9755,9926,10464,10549,10680,10799,11164,11619,11931,12490,13077,13667,14112,14563,14752,14886,14869,14904,14700,14499,14096,13819,13827,13856,14047,14240,14475,14836,15167
"SE22 South Sweden","35-44 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",8564,9260,9707,9972,10522,12873,13093,13450,13771,14271,14281,14410,14440,14614,15018,14560,15060,15439,15868,15844,15283,15118,14948,14704,14295,13884,13345,12813,12520,12353,12349,12379,12706,13031,13396,14057
"SE22 South Sweden","35-44 years","post-secondary education 3 years or more (ISCED97 5A)","men",10606,10944,11025,11005,11515,12413,12069,11741,11337,11578,11280,11041,10915,10761,10942,11771,12121,12660,13146,13603,14290,15439,16546,17739,19025,20056,21144,21964,22901,24031,24831,25459,25995,26617,26805,27043
"SE22 South Sweden","35-44 years","post-secondary education 3 years or more (ISCED97 5A)","women",9942,10355,10501,10557,10718,11328,11256,10939,10700,10916,10617,10546,10601,10879,11336,13244,13966,14902,15804,16985,18967,20777,22741,24689,26511,28254,29907,31540,33187,35009,36487,37677,38603,39357,39981,40524
"SE22 South Sweden","35-44 years","post-graduate education (ISCED97 6)","men",1201,1252,1223,1185,1170,1047,1035,1022,1016,1105,1122,1107,1111,1149,1240,1327,1372,1408,1453,1517,1618,1641,1730,1776,1806,1794,1841,1877,1931,1925,1919,1879,1835,1862,1919,1976
"SE22 South Sweden","35-44 years","post-graduate education (ISCED97 6)","women",465,492,489,487,510,276,280,273,283,334,364,390,423,448,501,535,598,646,690,754,815,866,957,1017,1095,1220,1305,1395,1410,1487,1555,1577,1582,1643,1704,1724
"SE22 South Sweden","35-44 years","no information about level of educational attainment","men",4492,4512,4706,4934,5416,1236,1736,2147,2632,1734,1696,1822,1578,1733,1360,1307,1426,1337,1455,1449,1470,1911,2230,2525,2754,2860,2588,2678,2789,2931,3070,3405,3851,3936,4296,4277
"SE22 South Sweden","35-44 years","no information about level of educational attainment","women",3611,3604,3955,4210,4650,715,1107,1444,1963,1100,1198,1300,1275,1459,1203,1109,1188,1137,1215,1145,1077,1269,1289,1424,1595,1588,1467,1476,1540,1586,1603,1827,2054,2264,2555,2558
"SE22 South Sweden","45-54 years","primary and secondary education less than 9 years (ISCED97 1)","men",27763,27282,26841,26660,26420,26627,26241,25483,24578,23448,22286,20987,19116,17358,15253,12487,10425,8570,7043,5840,4710,3752,3069,2519,2159,2022,2017,2018,2001,2087,2144,2231,2335,2471,2527,2564
"SE22 South Sweden","45-54 years","primary and secondary education less than 9 years (ISCED97 1)","women",26972,26170,25389,24941,24060,22826,22041,20471,19333,18293,17023,15616,14123,12671,11093,9012,7540,6278,5198,4409,3839,3369,3061,2875,2783,2784,2833,2869,2978,3120,3173,3296,3408,3447,3501,3554
"SE22 South Sweden","45-54 years","primary and secondary education 9-10 years (ISCED97 2)","men",2981,3186,3555,3977,4377,5026,5616,6033,6596,7344,8035,8699,9622,10772,11866,11941,12689,13485,14062,14441,14689,14781,14773,14516,14201,13759,13195,12597,11863,11272,10831,10406,10062,9636,9150,8556
"SE22 South Sweden","45-54 years","primary and secondary education 9-10 years (ISCED97 2)","women",6067,6245,6584,7087,7362,7880,8248,8150,8532,8957,9270,9616,10039,10719,11219,10326,10474,10583,10545,10446,10269,10014,9652,9340,8924,8499,8052,7619,7198,6787,6482,6301,6136,5884,5670,5423
"SE22 South Sweden","45-54 years","upper secondary education, 2 years or less (ISCED97 3C)","men",14303,14896,15745,16766,17667,18130,18958,19883,20455,21255,21861,22268,22652,22745,22714,24386,25016,25582,26237,26809,27546,28357,29280,30418,31849,32988,33917,34929,35648,36084,36352,36487,36025,34934,33452,31209
"SE22 South Sweden","45-54 years","upper secondary education, 2 years or less (ISCED97 3C)","women",17790,18437,19455,20767,22503,24590,25808,27999,28899,29687,30243,30864,30800,30205,29649,30474,30081,29731,29298,28919,28627,28358,28339,28211,28419,28361,28329,27971,27498,27056,26519,25764,24762,23463,21860,20077
"SE22 South Sweden","45-54 years","upper secondary education 3 years (ISCED97 3A)","men",8442,8787,9323,9971,10511,12364,12989,13698,14234,14704,14981,14993,14747,14219,13677,13016,12559,11943,11376,11044,10779,10602,10692,10830,11101,11381,11582,11897,12086,12171,12396,12632,13106,13842,14727,16144
