"region","age","level of education","sex","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"SE31 North-Central Sweden","total 16-74 years","no information about level of educational attainment","women",10838,10129,10315,10571,11144,2669,3589,3868,5358,3919,3230,3163,2880,2947,2810,2729,2848,2849,3195,3269,3406,4083,3966,4449,4850,4914,4491,4495,4706,4497,4637,5434,5372,5467
"SE32 Central Norrland","total 16-74 years","primary and secondary education less than 9 years (ISCED97 1)","men",46571,44339,42187,40131,37963,36378,34548,32790,31021,29550,27806,26122,24404,22910,21526,19885,18629,17453,16432,15387,14370,13436,12581,11753,11004,10294,9625,8870,8189,7655,7173,6778,6239,5484
"SE32 Central Norrland","total 16-74 years","primary and secondary education less than 9 years (ISCED97 1)","women",47390,45224,43040,41007,38536,36335,34357,31879,29894,28298,26334,24406,22604,21001,19507,17749,16368,15129,14031,12944,11871,10861,10048,9364,8596,7958,7441,6874,6339,5959,5654,5260,4873,4437
"SE32 Central Norrland","total 16-74 years","primary and secondary education 9-10 years (ISCED97 2)","men",21934,21640,21376,21451,21461,21531,21500,21134,20893,20906,21784,21841,22178,22593,22886,21140,21042,21367,21334,21598,21808,22281,22553,22626,22607,22413,21956,21482,21057,20982,21001,21011,21148,21233
"SE32 Central Norrland","total 16-74 years","primary and secondary education 9-10 years (ISCED97 2)","women",23055,22773,22715,22912,22362,21183,21202,20086,19519,19091,19761,19640,19757,20045,20244,18012,17687,17711,17640,17862,17897,18209,18263,18229,17849,17529,17089,16564,15944,15533,15238,15224,15221,15219
"SE32 Central Norrland","total 16-74 years","upper secondary education, 2 years or less (ISCED97 3C)","men",40559,41973,43446,44691,45336,48018,48321,48566,48577,48285,46892,45986,45243,44252,43477,44028,43664,43274,42693,42232,41787,41538,41361,40991,40429,39888,39423,38956,38574,38180,37858,37514,36903,36078
"SE32 Central Norrland","total 16-74 years","upper secondary education, 2 years or less (ISCED97 3C)","women",42916,43779,44749,45727,47175,49863,49762,51013,51120,51097,49753,48756,47821,46597,45636,44450,43578,42773,41742,40952,40074,39363,38737,38070,37359,36525,35783,35042,34395,33678,32867,32066,31053,30009
"SE32 Central Norrland","total 16-74 years","upper secondary education 3 years (ISCED97 3A)","men",14507,14528,14588,14656,14633,16301,16835,17392,18053,19099,19952,21090,21947,22331,22688,23450,24159,24796,25867,26819,27839,28549,29268,30205,31309,32175,33011,33795,34683,35318,35887,36474,36932,37249
"SE32 Central Norrland","total 16-74 years","upper secondary education 3 years (ISCED97 3A)","women",7637,7895,8240,8606,9123,10704,11440,11712,12480,13363,14320,15107,15669,16076,16378,18574,19312,20125,21130,21880,22753,23493,24329,25197,26093,26813,27328,27877,28455,29052,29460,29836,30139,30329
"SE32 Central Norrland","total 16-74 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",8846,9336,9729,10111,10620,12216,12436,13170,13790,14523,14684,14959,15146,15350,15479,15112,15030,14959,14973,14970,14987,15096,15110,15136,15313,15676,15962,16174,16304,16612,16908,17216,17285,17344
"SE32 Central Norrland","total 16-74 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",9551,9981,10269,10581,10975,13036,13458,14740,15354,16241,16440,17126,17517,17855,18184,16517,16650,16731,16963,16998,16847,16819,16787,16761,17033,17454,17805,17919,18032,18087,18180,18314,18481,18469
"SE32 Central Norrland","total 16-74 years","post-secondary education 3 years or more (ISCED97 5A)","men",7520,7656,7753,7868,8683,9284,9370,9355,9441,9699,9751,9779,9810,9898,9997,11368,11652,12143,12530,13012,13342,13723,13950,14230,14433,14600,14800,15044,15344,15680,15933,16242,16421,16578
"SE32 Central Norrland","total 16-74 years","post-secondary education 3 years or more (ISCED97 5A)","women",7322,7598,7785,7997,8364,8754,9078,9228,9468,9874,10173,10544,11001,11435,11860,15135,15874,16816,17647,18683,19944,20958,21891,22648,23258,23938,24540,25324,25988,26666,27321,28078,28696,29312
"SE32 Central Norrland","total 16-74 years","post-graduate education (ISCED97 6)","men",347,359,355,358,375,321,332,322,333,354,358,369,384,382,396,397,415,441,461,488,510,535,557,576,594,612,620,618,618,617,613,618,634,642
"SE32 Central Norrland","total 16-74 years","post-graduate education (ISCED97 6)","women",112,121,112,119,129,45,51,52,62,81,88,93,94,101,109,131,152,156,171,187,213,241,253,274,310,326,350,364,374,405,430,439,460,487
"SE32 Central Norrland","total 16-74 years","no information about level of educational attainment","men",5966,5584,5585,5674,6078,1393,1896,2010,2333,1642,1409,1376,1190,1269,1199,1230,1359,1270,1423,1537,1615,1772,1854,1999,2077,2220,2085,2145,2348,2288,2367,2780,2901,3021
"SE32 Central Norrland","total 16-74 years","no information about level of educational attainment","women",4355,3937,3926,3854,4030,1106,1493,1566,1999,1421,1277,1240,1087,1089,949,960,958,913,1152,1229,1341,1461,1365,1456,1588,1658,1532,1616,1697,1647,1721,1930,1999,2007
"SE33 Upper Norrland","total 16-74 years","primary and secondary education less than 9 years (ISCED97 1)","men",56225,53574,51031,48791,46352,44355,42158,40038,38038,36266,34351,32421,30484,28674,26931,24815,23248,21875,20458,19014,17726,16473,15299,14240,13150,12164,11150,10201,9323,8536,7814,7157,6480,5788
"SE33 Upper Norrland","total 16-74 years","primary and secondary education less than 9 years (ISCED97 1)","women",54590,52299,49901,47567,44902,42216,40007,36874,34813,33147,31039,29008,27018,25117,23356,21391,19786,18345,16915,15596,14377,13230,12231,11328,10428,9693,8948,8118,7431,6769,6176,5658,5125,4629
"SE33 Upper Norrland","total 16-74 years","primary and secondary education 9-10 years (ISCED97 2)","men",25567,25028,25250,25275,25295,24397,24881,24739,24416,24428,25510,25555,26245,26778,27309,24894,24949,25204,25471,25757,26198,26675,27034,27227,27148,26923,26300,25806,25242,25213,24883,24863,24828,24879
"SE33 Upper Norrland","total 16-74 years","primary and secondary education 9-10 years (ISCED97 2)","women",25274,25105,25535,25579,25363,23345,23697,22681,22037,22168,22798,22880,23310,23599,23673,21240,21139,21202,21226,21470,21770,22076,22383,22433,22197,21746,20910,20290,19555,19224,18830,18806,18860,18824
"SE33 Upper Norrland","total 16-74 years","upper secondary education, 2 years or less (ISCED97 3C)","men",56466,58319,59885,61584,62703,66302,66461,66747,66772,66406,64592,63449,62475,61254,60190,60235,59684,59045,58220,57605,56926,56594,56250,55603,54881,54155,53575,52967,52415,51726,51032,50402,49276,48331
"SE33 Upper Norrland","total 16-74 years","upper secondary education, 2 years or less (ISCED97 3C)","women",62764,63701,64401,65652,66930,70505,70485,72421,72102,71232,69518,68129,66908,65236,63769,61269,60136,58757,57394,56113,54869,53844,52829,51844,50694,49440,48420,47287,46136,44768,43568,42373,40660,39234
"SE33 Upper Norrland","total 16-74 years","upper secondary education 3 years (ISCED97 3A)","men",20690,20638,20606,21081,20779,23322,24104,24875,26143,27907,29119,30748,31546,32309,32753,34482,35357,36313,37479,38951,40430,41419,42636,44086,45594,46715,48057,49444,50773,51698,52519,53288,54758,55501
"SE33 Upper Norrland","total 16-74 years","upper secondary education 3 years (ISCED97 3A)","women",10223,10543,10851,11638,12200,14482,15507,16314,17535,18823,19881,20859,21534,21962,22496,25772,26534,27637,28333,29285,30459,31376,32324,33509,34628,35542,36545,37454,38287,38766,39291,39733,40723,41050
"SE33 Upper Norrland","total 16-74 years","post-secondary education, less than 3 years (ISCED97 4+5B)","men",12153,12894,13415,14003,14507,16868,17336,18745,19992,21093,22059,22577,23215,23591,24042,22557,22596,22869,23137,23166,23261,23360,23249,23157,23364,23889,24472,24662,25009,25412,25541,25871,26060,26145
"SE33 Upper Norrland","total 16-74 years","post-secondary education, less than 3 years (ISCED97 4+5B)","women",13303,13926,14265,14682,15641,18550,19005,20586,22129,23694,25006,25941,26574,27352,27990,24807,24901,25306,26147,26343,25630,25432,25083,24947,25121,25501,25779,26053,26365,26557,26704,26944,27025,26997
"SE33 Upper Norrland","total 16-74 years","post-secondary education 3 years or more (ISCED97 5A)","men",10754,10900,10981,11109,12424,13412,13497,13666,13846,14349,14379,14501,14604,14782,15000,18188,18749,19855,20773,21804,22574,22927,23297,23627,24104,24520,24852,25300,25947,26571,26915,27396,27697,28108
"SE33 Upper Norrland","total 16-74 years","post-secondary education 3 years or more (ISCED97 5A)","women",11004,11439,11757,12037,12556,13416,13666,13921,14398,15173,15685,16257,16974,17808,18661,24529,25682,27053,28206,29947,32144,33531,34669,35696,36530,37497,38638,39736,40895,42179,43132,44195,45138,46233
"SE33 Upper Norrland","total 16-74 years","post-graduate education (ISCED97 6)","men",994,1054,1098,1139,1198,1186,1230,1246,1300,1439,1485,1539,1598,1616,1705,1821,1854,1899,1966,2089,2160,2239,2284,2353,2412,2466,2523,2603,2660,2721,2788,2821,2853,2832
"SE33 Upper Norrland","total 16-74 years","post-graduate education (ISCED97 6)","women",277,311,337,361,381,251,266,292,311,390,414,435,468,498,556,636,684,733,806,896,977,1048,1146,1232,1353,1444,1526,1621,1702,1803,1854,1914,1998,2066
"SE33 Upper Norrland","total 16-74 years","no information about level of educational attainment","men",6456,6213,6361,6603,7430,1746,2426,2807,3338,2398,2021,2028,1851,1926,1837,1774,1855,1692,1905,2032,2144,2491,2505,2631,2917,3173,3049,3135,3287,3237,3270,3734,4303,4338
"SE33 Upper Norrland","total 16-74 years","no information about level of educational attainment","women",5116,4805,4907,5016,5449,1288,1886,2140,2870,1953,1769,1811,1638,1771,1673,1459,1533,1378,1567,1643,1619,1870,1803,1923,2056,2179,2132,2166,2248,2238,2310,2561,2838,2732
